Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
4958-XCBDQ,Male,68,No,0,Victorville,92394,34.567058,-117.362329,0,35,Offer C,Yes,39.69,Yes,Yes,Fiber Optic,25,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.4,3496.3,0,0,1389.15,4885.45,0,Competitor,Competitor offered more data
4959-JOSRX,Female,41,Yes,0,La Puente,91744,34.031441,-117.936436,3,2,Offer E,Yes,30.19,No,Yes,Cable,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.6,80.55,0,0,60.38,140.93,0,Price,Lack of affordable download/upload speed
4971-PUYQO,Female,48,No,0,San Diego,92109,32.787836,-117.232376,0,27,None,Yes,11.09,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,94.55,2724.6,0,0,299.43,3024.03,0,Competitor,Competitor made better offer
4988-IQIGL,Male,80,No,0,Canoga Park,91304,34.224377,-118.632656,0,1,None,Yes,28.49,Yes,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.35,75.35,0,0,28.49,103.84,0,Attitude,Attitude of support person
5013-SBUIH,Female,63,No,0,Stockton,95202,37.959706,-121.287669,0,50,None,Yes,27.7,Yes,Yes,Fiber Optic,28,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.65,5551.15,0,0,1385,6936.15,0,Competitor,Competitor had better devices
5016-ETTFF,Male,46,No,0,Los Angeles,90016,34.028331,-118.354338,0,10,Offer D,No,,,Yes,DSL,30,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,29.5,255.25,0,40,0,295.25,0,Dissatisfaction,Service dissatisfaction
5020-ZSTTY,Female,70,No,0,San Diego,92122,32.85723,-117.209774,0,54,Offer B,Yes,12.08,Yes,Yes,DSL,5,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,82.45,4350.1,0,0,652.32,5002.42,0,Competitor,Competitor made better offer
5027-QPKTE,Male,39,Yes,0,Modesto,95350,37.671806,-121.007575,1,7,Offer E,Yes,14.75,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.35,451.1,0,10,103.25,564.35,0,Competitor,Competitor had better devices
5027-XWQHA,Male,35,No,0,Ukiah,95482,39.134075,-123.23422,0,6,None,Yes,41.16,No,Yes,Cable,10,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,44.75,270.95,0,10,246.96,527.91,0,Dissatisfaction,Network reliability
5028-GZLDO,Male,21,No,0,Moraga,94556,37.827946,-122.107185,0,2,None,Yes,36.06,No,Yes,Fiber Optic,85,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-2,140.7,0,0,72.12,212.82,0,Dissatisfaction,Service dissatisfaction
5028-HTLJB,Male,69,No,0,New Cuyama,93254,34.956577,-119.750142,0,1,Offer E,Yes,19.87,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,20.05,0,0,19.87,39.92,0,Price,Long distance charges
5047-LHVLY,Male,68,No,0,San Diego,92121,32.898613,-117.202937,0,1,Offer E,Yes,39.78,No,Yes,Cable,12,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,-9,50.15,0,0,39.78,89.93,0,Competitor,Competitor made better offer
5049-GLYVG,Male,56,No,0,Badger,93603,36.64545,-118.924982,0,1,Offer E,Yes,47.26,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.6,20.6,0,0,47.26,67.86,0,Price,Long distance charges
5052-PNLOS,Male,50,No,0,Echo Lake,95721,38.851842,-120.076204,0,3,Offer E,Yes,13.83,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,323.25,0,0,41.49,364.74,0,Dissatisfaction,Poor expertise of online support
5054-IEXZT,Male,41,No,0,San Diego,92117,32.825086,-117.199424,0,1,None,Yes,32.82,No,Yes,Fiber Optic,21,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.35,75.35,0,10,32.82,118.17,0,Competitor,Competitor made better offer
5057-LCOUI,Female,35,No,0,Nipomo,93444,35.050345,-120.489599,0,39,Offer C,No,,,Yes,DSL,4,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.75,2011.4,0,0,0,2011.4,0,Attitude,Attitude of support person
5073-WXOYN,Female,58,No,0,Belmont,94002,37.509366,-122.306132,0,60,Offer B,No,,,Yes,Cable,5,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.8,3027.4,0,0,0,3027.4,0,Competitor,Competitor offered more data
5077-DXTCG,Female,37,No,0,Challenge,95925,39.461768,-121.195825,0,1,None,Yes,26.41,No,Yes,Cable,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.3,45.3,0,0,26.41,71.71,0,Competitor,Competitor had better devices
5087-SUURX,Female,46,Yes,0,Yorba Linda,92887,33.884073,-117.732197,1,18,None,No,,,Yes,Cable,30,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.05,669.85,0,0,0,669.85,0,Dissatisfaction,Lack of self-service on Website
5089-IFSDP,Female,39,Yes,0,Huntington Beach,92647,33.723579,-118.005441,1,58,Offer B,Yes,27.99,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.45,6144.55,0,0,1623.42,7767.97,0,Dissatisfaction,Product dissatisfaction
5095-AESKG,Female,33,Yes,0,Sausalito,94965,37.848641,-122.515692,1,3,None,Yes,31.61,Yes,Yes,Fiber Optic,20,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,91.5,242.95,0,10,94.83,347.78,0,Competitor,Competitor offered higher download speeds
5099-BAILX,Male,77,Yes,0,Santa Barbara,93101,34.419203,-119.710008,1,43,Offer B,Yes,14.52,Yes,Yes,Fiber Optic,5,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,110.75,4687.9,0,0,624.36,5312.26,0,Competitor,Competitor made better offer
5103-MHMHY,Female,49,No,1,Los Osos,93402,35.279984,-120.824288,0,1,Offer E,Yes,46.17,No,Yes,Cable,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,45.95,45.95,0,0,46.17,92.12,0,Competitor,Competitor had better devices
5108-ADXWO,Male,30,No,0,San Francisco,94130,37.820894,-122.369725,0,11,None,Yes,38.88,No,Yes,Fiber Optic,30,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.5,791.75,0,0,427.68,1219.43,0,Competitor,Competitor made better offer
5130-IEKQT,Male,73,No,0,San Francisco,94109,37.794487,-122.42227,0,25,Offer C,Yes,46.34,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,105.95,2655.25,0,0,1158.5,3813.75,0,Price,Price too high
5134-IKDAY,Female,34,Yes,0,Twain,95984,40.022184,-121.062384,1,1,None,Yes,11.08,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,69.8,0,0,11.08,80.88,0,Dissatisfaction,Service dissatisfaction
5136-KCKGI,Female,22,Yes,0,Templeton,93465,35.536115,-120.739231,1,33,Offer C,Yes,41.61,Yes,Yes,Fiber Optic,73,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,103.7,3467,0,0,1373.13,4840.13,0,Competitor,Competitor had better devices
5138-WVKYJ,Male,51,No,0,San Diego,92129,32.961064,-117.134917,0,10,Offer D,Yes,27.57,Yes,Yes,Fiber Optic,13,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.55,1008.55,0,0,275.7,1284.25,0,Competitor,Competitor made better offer
5143-EGQFK,Female,76,No,0,San Diego,92126,32.886925,-117.152162,0,10,None,No,,,Yes,Cable,20,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.65,291.4,0,110,0,401.4,0,Other,Don't know
5143-WMWOG,Male,62,No,0,Stratford,93266,36.175255,-119.813805,0,1,None,Yes,17.61,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.95,19.95,0,0,17.61,37.56,0,Attitude,Attitude of support person
5154-VEKBL,Female,30,No,0,Bodfish,93205,35.523991,-118.400432,0,9,Offer E,No,,,Yes,Cable,48,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,58.5,539.85,0,0,0,539.85,0,Competitor,Competitor offered higher download speeds
5159-YFPKQ,Female,37,No,0,Moreno Valley,92551,33.88274,-117.224878,0,2,Offer E,Yes,24.31,No,Yes,Fiber Optic,16,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.8,160.75,0,0,48.62,209.37,0,Competitor,Competitor had better devices
5167-GBFRE,Male,73,No,0,Oakland,94602,37.803883,-122.208417,0,4,Offer E,No,,,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.2,102.5,0,0,0,102.5,0,Dissatisfaction,Poor expertise of online support
5167-ZFFMM,Male,64,No,0,San Diego,92122,32.85723,-117.209774,0,1,Offer E,Yes,8.56,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.85,90.85,0,0,8.56,99.41,0,Competitor,Competitor made better offer
5174-RNGBH,Female,27,No,0,Live Oak,95953,39.258746,-121.77697,0,9,None,Yes,24.81,No,Yes,Cable,69,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,No,Mailed Check,66.25,620.55,0,10,223.29,853.84,0,Dissatisfaction,Network reliability
5175-AOBHI,Female,48,No,0,Hamilton City,95951,39.732767,-122.042298,0,4,None,Yes,15.07,No,Yes,Cable,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,46,193.6,0,0,60.28,253.88,0,Dissatisfaction,Lack of self-service on Website
5178-LMXOP,Male,71,Yes,0,Gardena,90248,33.876482,-118.284077,1,1,None,Yes,4.89,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,95.1,0,0,4.89,99.99,0,Price,Price too high
5180-UCIIQ,Male,80,Yes,2,Lucerne,95458,39.141934,-122.770679,5,22,None,No,,,Yes,Cable,18,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Mailed Check,40.05,880.2,0,0,0,880.2,0,Other,Moved
5186-SAMNZ,Male,75,No,0,Marina,93933,36.689582,-121.758398,0,1,None,Yes,41.2,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.5,69.5,0,80,41.2,190.7,0,Price,Price too high
5192-EBGOV,Female,68,No,0,Brea,92823,33.924143,-117.79387,0,1,None,Yes,45.81,Yes,Yes,Fiber Optic,21,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.7,85.7,0,0,45.81,131.51,0,Competitor,Competitor had better devices
5196-SGOAK,Female,39,No,0,Caliente,93518,35.358953,-118.527064,0,1,Offer E,Yes,9.05,No,Yes,Fiber Optic,21,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.7,75.7,0,0,9.05,84.75,0,Attitude,Attitude of support person
5202-IVJNU,Female,56,No,2,Crockett,94525,38.049292,-122.228415,0,39,None,No,,,Yes,DSL,24,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,30.1,1131.3,0,150,0,1281.3,0,Dissatisfaction,Network reliability
5204-QZXPU,Male,50,No,0,Glendale,91205,34.13658,-118.245839,0,19,None,No,,,Yes,DSL,21,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.65,733.35,0,0,0,733.35,0,Competitor,Competitor had better devices
5208-HFSBT,Female,47,No,0,Challenge,95925,39.461768,-121.195825,0,2,Offer E,Yes,42.55,No,Yes,DSL,30,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.05,102.75,0,0,85.1,187.85,0,Competitor,Competitor had better devices
5219-YIPTK,Female,46,Yes,0,Trinidad,95570,41.162295,-124.027381,1,33,None,Yes,11.32,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,3409.6,0,0,373.56,3783.16,0,Dissatisfaction,Service dissatisfaction
5228-EXCET,Male,40,No,0,San Diego,92126,32.886925,-117.152162,0,13,None,Yes,12.54,No,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.85,1008.7,0,0,163.02,1171.72,0,Competitor,Competitor made better offer
5229-PRWKT,Male,47,No,0,Lompoc,93437,34.757477,-120.550507,0,8,Offer E,Yes,24.76,Yes,Yes,Fiber Optic,2,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.55,649.65,0,0,198.08,847.73,0,Attitude,Attitude of service provider
5233-GEEAX,Male,65,No,0,Lewiston,96052,40.704293,-122.803899,0,8,Offer E,No,,,Yes,DSL,4,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.4,221.9,0,0,0,221.9,0,Competitor,Competitor had better devices
5236-PERKL,Female,38,No,0,Pearblossom,93553,34.445239,-117.894868,0,57,None,Yes,48.86,Yes,Yes,Fiber Optic,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.95,6465,0,0,2785.02,9250.02,0,Competitor,Competitor offered higher download speeds
5240-IJOQT,Male,69,No,0,Grass Valley,95949,39.099204,-121.137962,0,1,None,Yes,11.34,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,74.7,0,0,11.34,86.04,0,Competitor,Competitor had better devices
5244-IRFIH,Male,72,Yes,0,San Diego,92129,32.961064,-117.134917,1,33,None,Yes,27.78,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.5,3105.55,0,0,916.74,4022.29,0,Dissatisfaction,Poor expertise of online support
5261-QSHQM,Female,31,No,0,Temecula,92592,33.507255,-117.029473,0,4,Offer E,No,,,Yes,DSL,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.45,86.6,0,0,0,86.6,0,Competitor,Competitor made better offer
5271-YNWVR,Male,48,Yes,0,Santa Paula,93060,34.402343,-119.094824,1,68,Offer A,Yes,23.67,Yes,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.15,7856,0,0,1609.56,9465.56,0,Price,Extra data charges
5275-SQEIZ,Male,64,No,0,Ojai,93023,34.581308,-118.931948,0,1,None,Yes,14.91,No,Yes,Fiber Optic,21,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,80.85,80.85,0,0,14.91,95.76,0,Competitor,Competitor had better devices
5276-KQWHG,Female,74,No,0,Woody,93287,35.710244,-118.881679,0,2,Offer E,Yes,15.32,No,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,131.65,0,0,30.64,162.29,0,Price,Extra data charges
5277-ZLOOR,Female,78,No,0,Applegate,95703,38.983388,-120.988814,0,2,Offer E,Yes,5.49,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.55,187.45,0,0,10.98,198.43,0,Dissatisfaction,Network reliability
5281-BUZGT,Male,69,No,0,Weaverville,96093,40.759401,-122.939337,0,36,Offer C,Yes,23.33,Yes,Yes,Fiber Optic,23,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.85,3186.7,0,0,839.88,4026.58,0,Competitor,Competitor made better offer
5287-QWLKY,Male,79,Yes,0,Big Pine,93513,37.245505,-118.062943,1,71,None,Yes,44.66,Yes,Yes,Fiber Optic,8,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.1,7548.1,0,0,3170.86,10718.96,0,Attitude,Attitude of support person
5293-WXJAK,Female,73,Yes,0,San Jose,95135,37.28682,-121.723877,5,11,None,Yes,17.25,Yes,Yes,Fiber Optic,27,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.05,1133.65,0,0,189.75,1323.4,0,Competitor,Competitor offered more data
5294-CDGWY,Male,51,Yes,0,Long Beach,90802,33.752524,-118.210737,1,51,None,No,,,Yes,DSL,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,59.3,3014.65,0,0,0,3014.65,0,Other,Don't know
5295-PCJOO,Male,44,No,2,Long Beach,90805,33.864622,-118.179626,0,4,None,Yes,9.77,No,Yes,Cable,16,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.4,184.4,0,10,39.08,233.48,0,Other,Don't know
5299-RULOA,Female,62,Yes,2,Whittier,90606,33.976678,-118.065875,1,10,None,Yes,24.48,Yes,Yes,Fiber Optic,30,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.25,1064.65,0,0,244.8,1309.45,0,Price,Price too high
5299-SJCZT,Male,57,No,0,Ladera Ranch,92694,33.569186,-117.640055,0,3,Offer E,Yes,21.86,Yes,Yes,Fiber Optic,6,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.55,298.35,0,0,65.58,363.93,0,Dissatisfaction,Network reliability
5301-GAUUY,Male,31,No,0,Newport Beach,92661,33.601309,-117.902304,0,32,Offer C,Yes,1.49,Yes,Yes,Fiber Optic,21,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,2596.15,0,0,47.68,2643.83,0,Competitor,Competitor had better devices
5307-DZCVC,Female,78,Yes,0,Sacramento,95835,38.685069,-121.543709,0,32,Offer C,Yes,48.95,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.95,2628.6,0,0,1566.4,4195,0,Price,Extra data charges
5318-IXUZF,Female,50,No,0,Redondo Beach,90277,33.830453,-118.384565,0,2,None,Yes,6.2,No,Yes,Fiber Optic,6,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.15,183.75,0,0,12.4,196.15,0,Other,Don't know
5349-IECLD,Male,61,No,0,San Jose,95111,37.284265,-121.827673,0,2,None,Yes,26.05,No,Yes,Fiber Optic,2,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.95,178.1,0,0,52.1,230.2,0,Competitor,Competitor had better devices
5356-RHIPP,Male,38,No,0,Dinuba,93618,36.523619,-119.386868,0,1,Offer E,Yes,45.49,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.2,20.2,0,0,45.49,65.69,0,Competitor,Competitor made better offer
5357-TZHPP,Male,67,No,0,Wheatland,95692,39.043387,-121.409837,0,9,None,Yes,30.8,Yes,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.4,732.5,0,0,277.2,1009.7,0,Attitude,Attitude of support person
5364-EVNIB,Male,61,No,0,Orange,92868,33.787796,-117.875928,0,13,None,Yes,30.88,No,Yes,Fiber Optic,3,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.8,973.45,0,0,401.44,1374.89,0,Dissatisfaction,Service dissatisfaction
5364-XYIRR,Male,44,Yes,0,Los Angeles,90013,34.044639,-118.240413,1,51,None,Yes,21.08,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,4812.75,0,0,1075.08,5887.83,0,Competitor,Competitor had better devices
5366-IJEQJ,Male,20,No,0,San Diego,92109,32.787836,-117.232376,0,20,Offer D,Yes,5.54,Yes,Yes,Fiber Optic,59,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.7,1761.45,0,0,110.8,1872.25,0,Other,Don't know
5373-SFODM,Male,65,Yes,0,San Lucas,93954,36.125529,-120.864443,1,36,None,Yes,24.54,Yes,Yes,Fiber Optic,5,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.25,3132.75,0,0,883.44,4016.19,0,Dissatisfaction,Product dissatisfaction
5376-DEQCP,Female,48,No,0,San Diego,92126,32.886925,-117.152162,0,1,None,Yes,27.12,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.6,70.6,0,0,27.12,97.72,0,Competitor,Competitor made better offer
5378-IKEEG,Female,47,No,0,Eagleville,96110,41.280341,-120.150381,0,1,Offer E,No,,,Yes,Cable,2,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,35.75,35.75,0,0,0,35.75,0,Price,Price too high
5380-AFSSK,Female,44,No,0,Bella Vista,96008,40.722733,-122.109666,0,5,None,Yes,46.45,Yes,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,93.9,486.85,0,0,232.25,719.1,0,Other,Don't know
5380-WJKOV,Male,51,No,1,Los Angeles,90041,34.137412,-118.207607,0,34,Offer C,Yes,21.69,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.35,3549.25,0,0,737.46,4286.71,0,Competitor,Competitor offered higher download speeds
5383-MMTWC,Female,75,Yes,0,Oakley,94561,37.999406,-121.686241,1,8,None,Yes,46.05,Yes,Yes,Fiber Optic,22,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84,613.4,0,0,368.4,981.8,0,Dissatisfaction,Limited range of services
5385-SUIRI,Male,69,Yes,0,Delhi,95315,37.422961,-120.765493,0,52,None,Yes,37.6,Yes,Yes,Fiber Optic,23,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.2,5568.35,0,0,1955.2,7523.55,0,Competitor,Competitor offered higher download speeds
5389-FFVKB,Male,71,Yes,0,Thousand Oaks,91360,34.214054,-118.88109,1,32,None,Yes,2.08,No,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,80.3,2483.05,0,0,66.56,2549.61,0,Dissatisfaction,Service dissatisfaction
5393-RXQSZ,Male,40,No,0,Taft,93268,35.184837,-119.402525,0,1,None,Yes,19.32,No,Yes,Fiber Optic,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,79.6,79.6,0,0,19.32,98.92,0,Attitude,Attitude of support person
5394-SVGJV,Male,27,No,0,Sacramento,95838,38.646096,-121.442433,0,37,None,Yes,30.72,Yes,Yes,Fiber Optic,42,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.8,3475.55,0,0,1136.64,4612.19,0,Competitor,Competitor made better offer
5419-CONWX,Female,65,No,0,Pleasant Grove,95668,38.833554,-121.498102,0,4,None,Yes,12.68,No,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.8,442.85,0,0,50.72,493.57,0,Competitor,Competitor had better devices
5419-JPRRN,Male,32,No,0,Rough And Ready,95975,39.225634,-121.156163,0,1,None,Yes,10.38,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.45,101.45,0,0,10.38,111.83,0,Price,Extra data charges
5419-KLXBN,Female,36,Yes,0,San Diego,92117,32.825086,-117.199424,1,25,None,Yes,24.64,No,Yes,Fiber Optic,5,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,2257.75,0,0,616,2873.75,0,Competitor,Competitor made better offer
5440-FLBQG,Male,69,Yes,0,Santa Barbara,93110,34.437945,-119.77191,1,69,Offer A,Yes,48.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.4,7318.2,0,0,3372.72,10690.92,0,Attitude,Attitude of service provider
5442-UTCVD,Male,53,No,0,Pittsburg,94565,38.006047,-121.916834,0,3,None,Yes,43.72,Yes,Yes,Fiber Optic,21,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.85,257.05,0,0,131.16,388.21,0,Attitude,Attitude of service provider
5442-XSDCW,Male,61,Yes,0,San Diego,92130,32.957195,-117.202542,1,11,Offer D,Yes,13.33,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.5,868.5,0,50,146.63,1065.13,0,Competitor,Competitor made better offer
5445-PZWGX,Male,63,No,0,Travis Afb,94535,38.265899,-121.939461,0,62,Offer B,Yes,8.08,Yes,Yes,Fiber Optic,21,Yes,Yes,No,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,102,6529.25,0,110,500.96,7140.21,0,Price,Price too high
5445-UTODQ,Female,35,Yes,0,San Diego,92117,32.825086,-117.199424,1,7,None,Yes,11.58,No,Yes,Fiber Optic,27,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.1,576.65,0,0,81.06,657.71,0,Competitor,Competitor made better offer
5449-FIBXJ,Male,34,Yes,0,San Jose,95127,37.375156,-121.795867,1,19,Offer D,Yes,28.04,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.3,2012.7,0,0,532.76,2545.46,0,Price,Lack of affordable download/upload speed
5458-CQJTA,Male,56,Yes,0,Smith River,95567,41.950683,-124.097094,1,65,Offer B,Yes,40.47,No,Yes,DSL,30,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.8,4820.15,0,0,2630.55,7450.7,0,Dissatisfaction,Product dissatisfaction
5469-CTCWN,Male,52,Yes,0,Arbuckle,95912,38.982373,-122.047751,1,61,None,Yes,46.95,Yes,Yes,Cable,21,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106,6547.7,0,0,2863.95,9411.65,0,Competitor,Competitor offered higher download speeds
